0	577.399	2.88979	0	0	0	0	0	0	
1	435.181	2.88979	0	0	0	0	0	0	
2	313.472	2.88979	0	0	0	0	0	0	
3	214.274	2.88979	0	0	0	0	0	0	
4	181.259	2.88979	0	0	0	0	0	0	
5	175.622	2.88979	0	0	0	0	0	0	
6	126.27	2.88979	0	0	0	0	0	0	
7	113.164	2.88979	0	0	0	0	0	0	
8	91.2139	2.27977	-0.000496526	0.00134832	0.000243561	0.0100313	-0.000110226	-0.0154392	
9	91.1067	2.27977	-0.000496526	0.00134832	0.000243561	0.0100313	-0.000110226	-0.0154392	
10	66.5017	2.27977	-0.000496526	0.00134832	0.000243561	0.0100313	-0.000110226	-0.0154392	
11	42.701	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
12	27.5488	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
13	20.7152	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
14	12.2605	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
15	13.264	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
16	9.90389	1.87735	-0.000294395	0.00123506	1.60132e-05	0.0245815	0.00147619	0.0135458	
17	5.35687	1.86869	-0.000314122	0.00104895	0.00016944	0.0254166	0.00576208	0.0110323	
18	5.43215	1.86869	-0.000314122	0.00104895	0.00016944	0.0254166	0.00576208	0.0110323	
19	5.23052	1.86172	-0.000392268	0.00105061	0.00019686	0.0251009	0.00505269	0.0102907	
20	3.0976	1.86172	-0.000392268	0.00105061	0.00019686	0.0251009	0.00505269	0.0102907	
21	3.13099	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
22	2.99401	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
23	2.85445	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
24	2.61048	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
25	2.1003	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
26	2.1092	1.85584	-0.000354312	0.0010782	6.8628e-05	0.024663	0.00469403	0.0124711	
